FamilyID	wild_yak	takin	water_buffalo
fam147	2	11	11
fam148	10	12	2
fam149	2	12	10
fam150	2	13	8
fam151	2	10	12
fam152	2	14	8
fam153	4	15	4
fam154	3	9	11
fam155	2	15	7
fam156	6	10	7
fam157	5	2	17
fam158	2	11	11
fam159	5	9	9
fam160	16	5	2
fam161	2	20	2
fam162	2	11	11
fam163	6	8	8
fam164	7	7	8
fam165	7	9	6
fam166	3	10	9
fam167	4	10	8
fam168	10	7	5
fam169	2	11	10
fam170	2	11	10
fam171	2	12	9
fam172	2	12	9
fam173	3	7	12
fam174	2	7	13
fam175	2	13	8
fam176	2	14	7
fam177	4	4	14
fam178	2	5	16
fam179	2	6	14
fam180	7	10	5
fam181	2	10	10
fam182	2	10	11
fam183	4	11	7
fam184	6	9	6
fam185	2	10	9
fam186	3	10	8
fam187	4	7	10
fam188	10	4	7
fam189	6	5	10
fam190	10	8	3
fam191	2	11	9
fam192	2	8	11
fam193	2	11	9
fam194	2	9	11
fam195	2	7	12
fam196	5	8	8
fam197	2	13	7
fam198	3	13	5
fam199	2	5	15
fam200	3	15	3
fam201	2	14	5
fam202	6	10	5
fam203	2	10	10
fam204	2	14	5
fam205	5	8	8
fam206	6	14	2
fam207	8	6	7
fam208	3	10	8
fam209	2	12	8
fam210	4	10	7
fam211	2	12	8
fam212	7	6	7
fam213	6	6	8
fam214	5	7	8
fam215	6	8	6
fam216	3	8	9
fam217	2	9	9
fam218	5	9	6
fam219	9	7	4
fam220	3	8	9
fam221	2	10	9
fam222	2	10	9
fam223	2	8	10
fam224	2	8	10
fam225	2	10	9
fam226	2	9	10
fam227	2	8	11
fam228	2	11	8
fam229	3	11	6
fam230	4	11	5
fam231	2	8	11
fam232	2	12	7
fam233	2	7	12
fam234	4	4	12
fam235	2	12	7
fam236	2	9	9
fam237	2	8	11
fam238	2	14	5
fam239	2	14	4
fam240	2	10	9
fam241	2	15	3
fam242	2	14	5
fam243	5	11	4
fam244	2	13	6
fam245	5	8	7
fam246	2	9	9
fam247	4	8	8
fam248	2	12	7
fam249	6	7	7
fam250	2	12	7
fam251	2	12	7
fam252	4	8	8
fam253	7	5	8
fam254	2	10	9
fam255	4	8	8
fam256	2	11	7
fam257	7	5	7
fam258	6	6	7
fam259	5	7	7
fam260	4	8	7
fam261	5	8	6
fam262	8	6	5
fam263	5	8	6
fam264	2	9	9
fam265	2	9	9
fam266	3	7	9
fam267	3	7	9
fam268	2	8	9
fam269	2	9	9
fam270	2	9	9
fam271	5	8	6
fam272	5	6	8
fam273	3	6	10
fam274	2	10	8
fam275	4	10	5
fam276	2	10	8
fam277	2	7	10
fam278	2	10	8
fam279	2	6	11
fam280	2	7	11
fam281	2	6	11
fam282	2	11	7
fam283	2	12	6
fam284	12	3	4
fam285	2	7	11
fam286	8	6	5
fam287	2	13	5
fam288	2	13	5
fam289	2	12	6
fam290	5	7	7
fam291	4	11	4
fam292	2	15	3
fam293	2	14	4
fam294	2	9	9
fam295	2	13	5
fam296	2	10	8
fam297	3	9	7
fam298	3	8	8
fam299	2	17	2
fam300	2	10	7
fam301	2	17	2
fam302	6	6	6
fam303	5	7	6
fam304	4	7	7
fam305	5	6	7
fam306	6	7	5
fam307	7	5	6
fam308	7	7	4
fam309	2	8	8
fam310	2	8	8
fam311	3	8	7
fam312	3	7	8
fam313	4	9	5
fam314	3	9	6
fam315	2	9	8
fam316	4	9	5
fam317	2	8	9
fam318	2	9	8
fam319	3	6	9
fam320	3	6	9
fam321	3	9	6
fam322	2	8	9
fam323	3	8	7
fam324	2	10	7
fam325	2	7	10
fam326	2	10	7
fam327	2	10	7
fam328	2	10	7
fam329	2	10	7
fam330	2	9	7
fam331	4	7	7
fam332	2	11	6
fam333	2	6	11
fam334	3	11	4
fam335	7	5	6
fam336	5	12	2
fam337	3	3	12
fam338	2	12	5
fam339	2	12	5
fam340	2	9	7
fam341	2	10	7
fam342	2	12	5
fam343	2	13	4
fam344	2	10	7
fam345	5	9	4
fam346	2	14	2
fam347	4	8	6
fam348	4	11	3
fam349	2	11	5
fam350	3	7	8
fam351	2	15	2
fam352	2	5	12
fam353	5	9	4
fam354	2	7	10
fam355	2	16	2
fam356	2	16	2
fam357	2	8	8
fam358	2	16	2
fam359	2	16	2
fam360	2	16	2
fam361	2	8	9
fam362	6	11	2
fam363	6	6	5
fam364	5	6	6
fam365	6	6	5
fam366	6	6	5
fam367	7	7	3
fam368	4	7	6
fam369	3	7	7
fam370	6	4	7
fam371	7	7	3
fam372	3	7	7
fam373	4	6	7
fam374	7	6	4
fam375	4	8	5
fam376	2	7	8
fam377	2	8	8
fam378	8	5	4
fam379	5	8	4
fam380	5	4	8
fam381	8	6	3
fam382	3	8	6
fam383	3	8	6
fam384	3	5	9
fam385	2	9	7
fam386	2	9	7
fam387	2	7	9
fam388	2	7	9
fam389	8	5	4
fam390	2	9	6
fam391	6	9	2
fam392	4	7	6
fam393	2	10	6
fam394	2	6	10
fam395	2	10	6
fam396	2	10	6
fam397	10	4	3
fam398	2	7	9
fam399	2	10	6
fam400	2	10	6
fam401	4	8	5
fam402	2	7	9
fam403	5	7	5
fam404	2	8	8
fam405	2	8	8
fam406	6	6	5
fam407	2	6	9
fam408	2	9	6
fam409	2	9	7
fam410	6	7	4
fam411	2	12	4
fam412	2	12	3
fam413	12	2	3
fam414	5	10	2
fam415	2	12	4
fam416	5	5	7
fam417	2	9	7
fam418	2	8	7
fam419	13	2	2
fam420	3	10	4
fam421	4	7	6
fam422	5	5	7
fam423	2	8	8
fam424	3	5	9
fam425	3	13	2
fam426	3	7	7
fam427	2	8	7
fam428	2	9	7
fam429	2	10	6
fam430	2	8	8
fam431	3	6	8
fam432	2	10	6
fam433	2	15	2
fam434	2	15	2
fam435	2	10	5
fam436	2	15	2
fam437	2	2	15
fam438	3	13	2
fam439	7	5	5
fam440	2	6	10
fam441	6	5	5
fam442	4	6	6
fam443	6	6	4
fam444	5	5	6
fam445	5	5	6
fam446	6	4	6
fam447	5	5	6
fam448	4	6	6
fam449	4	5	7
fam450	7	5	4
fam451	2	7	7
fam452	7	7	2
fam453	3	6	7
fam454	3	6	7
fam455	7	5	4
fam456	2	7	7
fam457	3	7	6
fam458	2	8	7
fam459	2	8	7
fam460	8	3	5
fam461	3	8	5
fam462	2	8	7
fam463	2	8	7
fam464	2	8	7
fam465	8	6	2
fam466	2	7	8
fam467	2	8	6
fam468	3	5	8
fam469	2	6	8
fam470	8	4	4
fam471	5	8	3
fam472	2	8	7
fam473	2	8	7
fam474	2	7	7
fam475	2	9	6
fam476	2	9	6
fam477	2	9	6
fam478	3	9	4
fam479	2	8	7
fam480	2	9	6
fam481	2	9	6
fam482	2	9	6
fam483	6	9	2
fam484	2	7	7
fam485	3	7	6
fam486	2	10	5
fam487	2	10	5
fam488	2	10	5
fam489	5	10	2
fam490	2	10	5
fam491	3	10	3
fam492	2	10	5
fam493	5	6	5
fam494	2	11	4
fam495	2	11	4
fam496	11	2	3
fam497	5	10	2
fam498	8	4	4
fam499	5	4	7
fam500	2	8	7
fam501	5	7	4
fam502	4	6	6
fam503	2	12	3
fam504	4	5	7
fam505	2	5	10
fam506	3	6	7
fam507	2	8	7
fam508	2	13	2
fam509	3	7	6
fam510	2	10	5
fam511	4	8	4
fam512	2	10	5
fam513	2	11	4
fam514	5	4	7
fam515	2	10	5
fam516	2	11	4
fam517	3	10	3
fam518	2	8	6
fam519	2	2	14
fam520	2	8	6
fam521	4	2	10
fam522	2	7	7
fam523	5	7	4
fam524	5	5	5
fam525	5	5	5
fam526	5	5	5
fam527	5	5	5
fam528	3	6	6
fam529	4	6	5
fam530	3	6	6
fam531	5	4	6
fam532	5	6	4
fam533	4	6	5
fam534	5	6	4
fam535	5	6	4
fam536	4	6	5
fam537	4	5	6
fam538	3	6	6
fam539	4	6	5
fam540	2	7	7
fam541	3	7	5
fam542	7	2	7
fam543	3	5	7
fam544	4	4	7
fam545	2	6	7
fam546	2	7	7
fam547	3	5	7
fam548	2	7	6
fam549	2	7	6
fam550	2	7	6
fam551	2	7	7
fam552	7	5	3
fam553	3	5	7
fam554	3	7	5
fam555	3	5	7
fam556	3	7	5
fam557	2	6	7
fam558	2	6	7
fam559	2	7	6
fam560	2	7	6
fam561	6	7	2
fam562	3	6	6
fam563	2	8	6
fam564	2	8	6
fam565	2	8	5
fam566	6	8	2
fam567	2	8	6
fam568	2	6	8
fam569	2	8	6
fam570	5	8	2
fam571	2	6	8
fam572	2	8	6
fam573	8	6	2
fam574	2	6	8
fam575	2	8	6
fam576	6	8	2
fam577	5	8	2
fam578	2	8	6
fam579	2	5	8
fam580	2	6	8
fam581	2	8	5
fam582	2	8	5
fam583	2	8	5
fam584	3	8	4
fam585	6	5	4
fam586	3	7	5
fam587	2	9	4
fam588	2	9	5
fam589	2	9	5
fam590	2	9	4
fam591	2	9	5
fam592	2	4	9
fam593	2	5	9
fam594	2	9	5
fam595	2	9	5
fam596	2	9	5
fam597	2	9	5
fam598	2	9	5
fam599	2	9	5
fam600	4	7	4
fam601	6	6	3
fam602	6	7	2
fam603	5	5	5
fam604	2	10	4
fam605	4	10	2
fam606	5	7	3
fam607	2	10	4
fam608	2	10	4
fam609	3	5	7
fam610	2	10	4
fam611	5	5	5
fam612	2	10	4
fam613	5	6	4
fam614	3	5	7
fam615	2	9	5
fam616	2	11	2
fam617	2	11	3
fam618	4	7	4
fam619	2	3	11
fam620	4	5	6
fam621	2	5	8
fam622	2	8	6
fam623	2	7	7
fam624	4	6	5
fam625	2	7	7
fam626	4	7	4
fam627	2	2	12
fam628	12	2	2
fam629	3	7	5
fam630	5	6	4
fam631	2	9	5
fam632	2	7	7
fam633	2	8	6
fam634	2	8	6
fam635	2	4	9
fam636	2	8	6
fam637	2	6	7
fam638	2	13	2
fam639	2	8	6
fam640	2	7	7
fam641	7	4	4
fam642	2	9	5
fam643	2	10	3
fam644	2	9	5
fam645	2	4	9
fam646	5	5	4
fam647	4	5	5
fam648	5	4	5
fam649	4	5	5
fam650	4	5	5
fam651	4	5	5
fam652	4	5	5
fam653	5	4	5
fam654	5	4	5
fam655	4	5	5
fam656	5	5	4
fam657	4	6	4
fam658	4	6	4
fam659	5	6	3
fam660	3	5	6
fam661	3	5	6
fam662	6	2	6
fam663	4	6	4
fam664	6	3	5
fam665	4	4	6
fam666	4	6	4
fam667	3	5	6
fam668	3	6	5
fam669	3	5	6
fam670	3	6	5
fam671	5	3	6
fam672	3	5	6
fam673	3	6	5
fam674	6	4	4
fam675	2	6	7
fam676	3	7	4
fam677	2	7	6
fam678	2	7	6
fam679	2	6	7
fam680	3	7	4
fam681	3	7	4
fam682	2	6	7
fam683	2	7	5
fam684	2	7	6
fam685	2	5	7
fam686	2	7	6
fam687	2	6	7
fam688	2	7	6
fam689	2	6	7
fam690	3	4	7
fam691	2	6	7
fam692	2	6	7
fam693	2	6	7
fam694	2	7	6
fam695	2	6	7
fam696	2	6	7
fam697	2	7	6
fam698	2	6	7
fam699	3	4	7
fam700	2	7	5
fam701	3	7	4
fam702	2	6	7
fam703	7	5	2
fam704	7	3	4
fam705	6	7	2
fam706	2	7	6
fam707	2	6	7
fam708	2	7	6
fam709	2	8	5
fam710	2	8	5
fam711	8	2	5
fam712	2	8	5
fam713	2	4	8
fam714	2	8	5
fam715	2	5	8
fam716	2	8	5
fam717	2	8	4
fam718	2	8	5
fam719	2	8	5
fam720	2	8	5
fam721	4	8	2
fam722	2	8	5
fam723	2	8	5
fam724	2	8	5
fam725	4	2	8
fam726	2	8	5
fam727	2	4	8
fam728	8	2	5
fam729	2	4	8
fam730	5	8	2
fam731	6	2	6
fam732	3	7	4
fam733	9	3	2
fam734	2	9	4
fam735	2	9	4
fam736	2	9	4
fam737	2	4	9
fam738	2	9	4
fam739	2	9	4
fam740	2	4	9
fam741	2	9	3
fam742	2	3	9
fam743	2	9	4
fam744	2	9	4
fam745	4	9	2
fam746	2	7	5
fam747	2	7	6
fam748	3	10	2
fam749	2	10	2
fam750	3	10	2
fam751	2	8	5
fam752	5	8	2
fam753	4	5	5
fam754	2	8	5
fam755	4	5	5
fam756	2	2	11
fam757	2	11	2
fam758	2	11	2
fam759	4	9	2
fam760	5	6	3
fam761	2	7	6
fam762	2	8	5
fam763	2	7	6
fam764	2	12	2
fam765	2	12	2
fam766	2	12	2
fam767	2	12	2
fam768	2	12	2
fam769	2	6	6
fam770	2	12	2
fam771	2	12	2
fam772	2	6	6
fam773	2	4	9
fam774	2	9	4
fam775	2	8	5
fam776	6	6	2
fam777	2	5	8
fam778	3	4	7
fam779	4	9	2
fam780	2	6	6
fam781	3	8	3
fam782	2	9	4
fam783	2	7	6
fam784	2	5	8
fam785	5	4	4
fam786	3	5	5
fam787	5	3	5
fam788	4	4	5
fam789	3	5	5
fam790	4	5	4
fam791	5	4	4
fam792	4	5	4
fam793	3	5	5
fam794	4	4	5
fam795	4	4	5
fam796	4	4	5
fam797	4	5	4
fam798	5	4	4
fam799	4	4	5
fam800	5	4	4
fam801	4	4	5
fam802	4	4	5
fam803	4	4	5
fam804	5	5	3
fam805	6	4	3
fam806	4	6	3
fam807	2	6	6
fam808	2	6	6
fam809	2	6	6
fam810	3	6	4
fam811	2	6	5
fam812	3	6	4
fam813	2	6	5
fam814	3	6	4
fam815	2	6	6
fam816	3	6	4
fam817	2	6	6
fam818	3	4	6
fam819	4	6	3
fam820	2	6	6
fam821	2	6	6
fam822	2	6	5
fam823	6	4	3
fam824	4	6	3
fam825	4	6	3
fam826	2	6	6
fam827	2	6	6
fam828	2	5	6
fam829	4	3	6
fam830	2	6	5
fam831	3	4	6
fam832	4	6	3
fam833	6	3	4
fam834	2	6	6
fam835	2	5	6
fam836	2	5	6
fam837	3	4	6
fam838	2	6	6
fam839	3	4	6
fam840	4	6	3
fam841	2	6	6
fam842	3	6	4
fam843	2	6	6
fam844	2	6	6
fam845	3	6	4
fam846	3	6	4
fam847	5	6	2
fam848	6	4	3
fam849	2	6	6
fam850	2	6	6
fam851	2	6	5
fam852	3	6	4
fam853	4	5	4
fam854	2	4	7
fam855	3	3	7
fam856	2	7	5
fam857	2	7	5
fam858	2	7	5
fam859	2	4	7
fam860	3	7	3
fam861	2	7	5
fam862	2	7	4
fam863	2	7	5
fam864	2	7	5
fam865	2	5	7
fam866	2	7	5
fam867	2	7	5
fam868	2	7	5
fam869	2	7	5
fam870	2	5	7
fam871	2	7	5
fam872	2	7	4
fam873	5	7	2
fam874	2	7	5
fam875	3	3	7
fam876	2	7	5
fam877	3	7	3
fam878	2	5	7
fam879	2	7	4
fam880	2	7	5
fam881	2	7	5
fam882	2	5	7
fam883	2	7	5
fam884	2	7	5
fam885	2	5	7
fam886	2	7	5
fam887	2	7	5
fam888	2	5	7
fam889	2	5	7
fam890	2	7	5
fam891	7	2	5
fam892	5	7	2
fam893	2	4	7
fam894	5	7	2
fam895	7	4	2
fam896	4	5	4
fam897	4	5	4
fam898	3	6	4
fam899	6	2	5
fam900	5	4	4
fam901	2	8	4
fam902	2	4	8
fam903	8	3	2
fam904	2	8	4
fam905	2	8	4
fam906	2	7	5
fam907	4	8	2
fam908	8	3	2
fam909	2	8	4
fam910	2	4	8
fam911	2	8	4
fam912	2	8	3
fam913	3	5	5
fam914	2	8	4
fam915	3	8	2
fam916	5	4	4
fam917	2	8	4
fam918	2	8	4
fam919	2	8	4
fam920	2	4	8
fam921	4	5	4
fam922	2	6	6
fam923	4	3	6
fam924	2	3	9
fam925	4	5	4
fam926	2	9	3
fam927	2	8	4
fam928	2	7	5
fam929	2	6	6
fam930	3	9	2
fam931	2	9	3
fam932	5	4	4
fam933	4	4	5
fam934	3	9	2
fam935	2	3	9
fam936	3	9	2
fam937	8	4	2
fam938	6	4	3
fam939	4	4	5
fam940	2	6	5
fam941	3	4	6
fam942	2	5	7
fam943	2	7	5
fam944	3	5	5
fam945	2	10	2
fam946	2	10	2
fam947	2	10	2
fam948	2	9	3
fam949	3	5	5
fam950	2	10	2
fam951	3	9	2
fam952	3	6	4
fam953	2	5	7
fam954	2	7	5
fam955	2	5	6
fam956	2	9	3
fam957	2	6	6
fam958	5	4	4
fam959	2	7	4
fam960	4	5	4
fam961	4	4	5
fam962	2	5	6
fam963	3	6	4
fam964	2	5	6
fam965	5	6	2
fam966	3	5	5
fam967	4	4	5
fam968	2	11	2
fam969	2	10	2
fam970	2	11	2
fam971	2	11	2
fam972	2	7	4
fam973	2	7	4
fam974	2	7	4
fam975	4	5	4
fam976	2	5	7
fam977	2	9	2
fam978	2	7	5
fam979	2	8	4
fam980	4	5	4
fam981	2	6	6
fam982	2	6	6
fam983	2	8	4
fam984	5	6	2
fam985	2	7	5
fam986	2	5	6
fam987	2	7	5
fam988	2	4	8
fam989	2	6	6
fam990	2	5	7
fam991	2	2	10
fam992	4	5	4
fam993	2	5	6
fam994	2	6	6
fam995	2	7	5
fam996	5	4	4
fam997	4	4	4
fam998	4	4	4
fam999	4	4	4
fam1000	4	4	4
fam1001	4	4	4
fam1002	4	4	4
fam1003	4	4	4
fam1004	4	4	4
fam1005	4	4	4
fam1006	4	4	4
fam1007	4	4	4
fam1008	4	4	4
fam1009	4	4	4
fam1010	4	4	4
fam1011	4	4	4
fam1012	4	4	4
fam1013	4	4	4
fam1014	4	4	4
fam1015	4	4	4
fam1016	4	4	4
fam1017	3	4	5
fam1018	3	5	4
fam1019	2	5	5
fam1020	5	5	2
fam1021	3	5	4
fam1022	3	4	5
fam1023	5	5	2
fam1024	2	5	5
fam1025	2	5	5
fam1026	3	4	5
fam1027	5	2	5
fam1028	3	4	5
fam1029	3	5	4
fam1030	5	3	4
fam1031	3	5	4
fam1032	4	5	3
fam1033	4	3	5
fam1034	3	4	5
fam1035	4	5	3
fam1036	2	5	5
fam1037	3	5	4
fam1038	3	5	4
fam1039	3	5	4
fam1040	4	5	3
fam1041	3	5	4
fam1042	5	3	4
fam1043	2	5	5
fam1044	2	5	5
fam1045	2	5	5
fam1046	5	4	3
fam1047	2	5	5
fam1048	4	3	5
fam1049	3	4	5
fam1050	5	4	3
fam1051	3	5	4
fam1052	3	4	5
fam1053	5	3	4
fam1054	2	5	5
fam1055	3	5	4
fam1056	2	5	5
fam1057	4	5	3
fam1058	3	5	4
fam1059	5	6	2
fam1060	2	6	4
fam1061	3	6	3
fam1062	2	4	6
fam1063	2	5	6
fam1064	2	6	5
fam1065	2	6	5
fam1066	2	6	4
fam1067	3	6	3
fam1068	6	3	3
fam1069	4	6	2
fam1070	2	6	5
fam1071	5	6	2
fam1072	3	6	3
fam1073	2	6	5
fam1074	6	2	4
fam1075	2	4	6
fam1076	2	6	5
fam1077	2	5	6
fam1078	6	2	5
fam1079	3	6	3
fam1080	6	3	3
fam1081	2	6	5
fam1082	2	6	4
fam1083	4	6	2
fam1084	2	5	6
fam1085	2	6	5
fam1086	4	6	2
fam1087	2	5	6
fam1088	4	2	6
fam1089	5	6	2
fam1090	3	6	3
fam1091	2	5	6
fam1092	3	3	6
fam1093	2	6	5
fam1094	6	4	2
fam1095	2	6	5
fam1096	2	6	5
fam1097	2	6	4
fam1098	2	6	5
fam1099	2	6	5
fam1100	5	6	2
fam1101	2	6	5
fam1102	2	6	5
fam1103	2	6	4
fam1104	2	6	5
fam1105	2	6	5
fam1106	4	6	2
fam1107	6	3	3
fam1108	6	4	2
fam1109	2	6	4
fam1110	4	6	2
fam1111	5	6	2
fam1112	3	6	3
fam1113	2	5	6
fam1114	2	6	5
fam1115	2	6	5
fam1116	2	6	5
fam1117	5	2	6
fam1118	2	6	5
fam1119	2	6	5
fam1120	3	3	6
fam1121	6	5	2
fam1122	4	5	3
fam1123	2	7	4
fam1124	2	7	4
fam1125	2	4	7
fam1126	2	7	4
fam1127	7	2	3
fam1128	2	4	7
fam1129	2	7	4
fam1130	2	4	7
fam1131	7	4	2
fam1132	2	7	4
fam1133	2	4	7
fam1134	4	2	7
fam1135	2	7	4
fam1136	2	4	7
fam1137	2	4	7
fam1138	3	7	2
fam1139	2	4	7
fam1140	2	6	5
fam1141	4	2	7
fam1142	2	7	3
fam1143	2	7	4
fam1144	2	7	4
fam1145	4	7	2
fam1146	2	4	7
fam1147	2	7	3
fam1148	2	7	3
fam1149	2	4	7
fam1150	2	4	6
fam1151	3	5	4
fam1152	4	4	4
fam1153	2	6	5
fam1154	2	6	5
fam1155	2	6	5
fam1156	2	6	4
fam1157	2	5	5
fam1158	2	6	4
fam1159	2	6	5
fam1160	2	3	8
fam1161	2	8	3
fam1162	2	8	3
fam1163	2	8	2
fam1164	2	3	8
fam1165	2	8	3
fam1166	4	4	4
fam1167	2	8	3
fam1168	2	8	2
fam1169	2	8	2
fam1170	2	8	3
fam1171	2	3	8
fam1172	2	8	2
fam1173	3	8	2
fam1174	2	8	3
fam1175	2	8	3
fam1176	2	8	3
fam1177	2	8	2
fam1178	2	7	4
fam1179	2	7	4
fam1180	4	6	2
fam1181	5	4	3
fam1182	5	6	2
fam1183	2	6	4
fam1184	4	5	3
fam1185	3	5	4
fam1186	2	5	6
fam1187	2	6	5
fam1188	2	6	4
fam1189	9	2	2
fam1190	2	9	2
fam1191	3	5	4
fam1192	2	2	9
fam1193	2	9	2
fam1194	2	9	2
fam1195	2	9	2
fam1196	4	5	3
fam1197	2	2	9
fam1198	2	9	2
fam1199	2	5	6
fam1200	3	4	5
fam1201	2	7	4
fam1202	2	5	6
fam1203	4	6	2
fam1204	5	3	4
fam1205	3	3	6
fam1206	3	6	3
fam1207	4	4	4
fam1208	2	4	7
fam1209	2	7	4
fam1210	2	5	5
fam1211	4	4	4
fam1212	2	10	2
fam1213	2	10	2
fam1214	2	5	5
fam1215	2	10	2
fam1216	2	10	2
fam1217	2	10	2
fam1218	2	10	2
fam1219	2	10	2
fam1220	2	10	2
fam1221	2	10	2
fam1222	2	10	2
fam1223	2	9	2
fam1224	2	6	4
fam1225	2	10	2
fam1226	2	10	2
fam1227	2	10	2
fam1228	2	10	2
fam1229	2	5	5
fam1230	2	2	10
fam1231	3	5	4
fam1232	4	7	2
fam1233	2	7	3
fam1234	2	7	4
fam1235	3	5	4
fam1236	2	7	4
fam1237	2	7	4
fam1238	2	5	5
fam1239	3	7	2
fam1240	3	7	2
fam1241	4	6	2
fam1242	4	3	4
fam1243	3	4	4
fam1244	3	4	4
fam1245	3	4	4
fam1246	3	4	4
fam1247	4	4	3
fam1248	3	4	4
fam1249	3	4	4
fam1250	3	4	4
fam1251	4	4	3
fam1252	4	4	3
fam1253	3	4	4
fam1254	4	4	3
fam1255	3	4	4
fam1256	3	4	4
fam1257	4	4	3
fam1258	3	4	4
fam1259	4	4	3
fam1260	4	3	4
fam1261	3	4	4
fam1262	3	4	4
fam1263	4	4	3
fam1264	3	4	4
fam1265	3	4	4
fam1266	3	4	4
fam1267	3	4	4
fam1268	3	4	4
fam1269	4	4	3
fam1270	3	4	4
fam1271	3	4	4
fam1272	3	4	4
fam1273	3	4	4
fam1274	4	4	3
fam1275	3	4	4
fam1276	3	4	4
fam1277	3	4	4
fam1278	4	4	3
fam1279	3	4	4
fam1280	2	4	5
fam1281	3	3	5
fam1282	4	5	2
fam1283	3	5	3
fam1284	2	5	4
fam1285	2	4	5
fam1286	2	5	5
fam1287	3	3	5
fam1288	2	5	5
fam1289	2	5	4
fam1290	2	5	5
fam1291	2	5	5
fam1292	2	5	5
fam1293	2	5	5
fam1294	2	5	5
fam1295	5	2	5
fam1296	3	5	3
fam1297	2	5	5
fam1298	2	5	5
fam1299	2	5	4
fam1300	3	5	3
fam1301	2	5	5
fam1302	5	4	2
fam1303	5	3	3
fam1304	4	2	5
fam1305	3	3	5
fam1306	3	5	3
fam1307	4	5	2
fam1308	2	5	5
fam1309	2	5	5
fam1310	2	5	5
fam1311	4	5	2
fam1312	2	5	5
fam1313	2	5	5
fam1314	4	5	2
fam1315	2	5	5
fam1316	4	5	2
fam1317	2	5	4
fam1318	2	5	4
fam1319	2	5	4
fam1320	2	5	4
fam1321	5	3	3
fam1322	3	3	5
fam1323	2	5	5
fam1324	3	5	3
fam1325	2	5	4
fam1326	2	5	5
fam1327	2	5	4
fam1328	2	5	5
fam1329	2	4	5
fam1330	2	5	5
fam1331	4	2	5
fam1332	2	4	5
fam1333	5	3	3
fam1334	2	4	5
fam1335	2	5	5
fam1336	4	5	2
fam1337	2	4	5
fam1338	2	4	5
fam1339	3	3	5
fam1340	5	5	2
fam1341	3	5	3
fam1342	2	5	4
fam1343	2	5	4
fam1344	2	4	5
fam1345	2	5	5
fam1346	2	5	5
fam1347	2	4	5
fam1348	3	5	3
fam1349	2	5	5
fam1350	4	2	5
fam1351	2	5	5
fam1352	2	5	4
fam1353	3	3	5
fam1354	2	5	5
fam1355	2	5	5
fam1356	5	2	4
fam1357	5	5	2
fam1358	2	5	5
fam1359	2	4	5
